Date,City,PM2.5,PM10,NO,NO2,NOX,NH3,CO,SO2,O3,Benzene,Toluene,Xylane,AQI,AQI_Bucket,City_Code
03-01-2015,Delhi,87.13,131.83,25.73,30.31,47.95,52.08,10.61,2.65,19.71,3.91,10.23,1.99,143,Moderate,DL001
04-01-2015,Delhi,151.92,241.88,25.01,36.91,48.62,130.38,11.54,4.63,25.37,4.26,9.71,3.34,319,Very Poor,DL001
05-01-2015,Delhi,146.67,219.29,14.01,34.92,38.25,122.83,9.2,3.33,23.2,2.8,6.21,2.96,325,Very Poor,DL001
06-01-2015,Delhi,149.58,252.08,17.21,37.84,42.46,134.92,9.44,3.66,26.83,3.63,7.35,3.47,318,Very Poor,DL001
07-01-2015,Delhi,217.96,376.5,26.99,40.15,52.41,134.88,9.78,5.82,28.96,4.93,9.42,5.21,353,Very Poor,DL001
08-01-2015,Delhi,229.83,360.96,23.34,43.16,51.21,138.21,11.01,3.31,30.51,5.8,11.4,4.83,383,Very Poor,DL001
09-01-2015,Delhi,201.71,397.38,19.18,38.56,45.6,140.58,11.09,3.48,32.94,5.25,11.12,5.26,375,Very Poor,DL001
10-01-2015,Delhi,220.92,361.63,24.79,46.39,55.19,134.08,9.7,5.91,34.12,4.87,9.44,4.76,376,Very Poor,DL001
11-01-2015,Delhi,205.29,393.21,28.46,47.29,57.88,131.04,10.98,5.54,50.37,5.93,10.59,5.36,379,Very Poor,DL001
12-01-2015,Delhi,212.42,345.54,24.77,44.71,54.66,148.5,9.3,5.17,40.09,6.2,10.68,4.59,375,Very Poor,DL001
13-01-2015,Delhi,197.63,300.96,34.28,45.88,62.95,145.5,11.53,5.95,39.54,5.18,9.5,4.17,366,Very Poor,DL001
14-01-2015,Delhi,164.25,227.42,20.78,41.17,48.09,166.58,10.32,4.85,42.05,4.57,10.72,3.06,353,Very Poor,DL001
15-01-2015,Delhi,159.21,260.21,47.91,56.7,79.73,124.67,10.81,6.94,43.25,6.98,20.55,3.08,340,Very Poor,DL001
16-01-2015,Delhi,175.13,310.08,42.33,49.41,70.6,136.38,11.46,4.69,34.7,7.75,15.83,3.75,356,Very Poor,DL001
17-01-2015,Delhi,196.63,356.25,42.18,53.04,80.18,125.46,8.87,5.13,25.77,9.92,17.59,3.36,360,Very Poor,DL001
18-01-2015,Delhi,201.58,359.71,45.51,53.77,75.83,120.54,8.99,5.43,23.22,9,20.95,4.03,370,Very Poor,DL001
19-01-2015,Delhi,183.42,304.96,27.32,39.88,55.67,148.42,9.02,4.21,25.34,5.57,12.93,3.62,362,Very Poor,DL001
20-01-2015,Delhi,165.58,257.08,16.48,34.23,37.68,146.42,8.03,4.11,22.69,3.42,6.76,3.29,340,Very Poor,DL001
21-01-2015,Delhi,159.5,205.83,12.27,22.56,33.02,63.25,9.01,7.05,18.56,4.1,8.26,2.72,338,Very Poor,DL001
22-01-2015,Delhi,143.67,183.83,14.75,21.82,34.88,39.58,10.58,8.64,6.94,4.15,9.54,2.78,332,Very Poor,DL001
23-01-2015,Delhi,128.75,136.13,11.99,17.35,29.46,40,8.74,6.77,10.91,2.51,7.64,2.49,254,Poor,DL001
24-01-2015,Delhi,164.88,200,10.38,15.77,25.49,30.71,9.39,8.89,9.35,2.6,5.5,2.94,324,Very Poor,DL001
25-01-2015,Delhi,148.58,203.83,11.82,20.83,28.29,45.63,11.44,5.96,16.65,3.37,6.98,2.94,333,Very Poor,DL001
26-01-2015,Delhi,129.38,137.92,12.46,25.66,29.48,60.96,10.19,6.78,18.18,3,5.87,2.51,292,Poor,DL001
27-01-2015,Delhi,154.25,217.25,14.41,30.39,34.63,41,10.36,6.42,17.11,3.31,6.31,3.07,318,Very Poor,DL001
28-01-2015,Delhi,134.54,157,18.96,28.6,35.58,49.67,10.21,5.22,15.23,3.27,6.86,2.63,295,Poor,DL001
29-01-2015,Delhi,173.13,276.96,23.14,38.34,48.89,61.96,11.74,5.53,16.29,4.02,9.84,3.42,327,Very Poor,DL001
30-01-2015,Delhi,178,272.67,19.8,38.43,44.45,69.88,11.58,6.43,14.92,3.65,6.61,3.35,345,Very Poor,DL001
31-01-2015,Delhi,158.58,207.17,30.67,41.36,57.77,67.58,8.7,5.03,17.51,4.36,8.98,2.55,334,Very Poor,DL001
01-02-2015,Delhi,211.63,370.96,57.56,58.17,93.17,96.58,13.08,9.9,23.28,6.65,15.45,3.36,358,Very Poor,DL001
02-02-2015,Delhi,163.58,219.79,13.7,37.25,39.34,84.46,10.59,5.31,28.38,2.53,4.69,2.58,349,Very Poor,DL001
03-02-2015,Delhi,157.58,194.04,12.28,31.05,34.1,66.29,8.21,5.64,28.56,2.13,4.24,1.12,334,Very Poor,DL001
04-02-2015,Delhi,137.25,147.17,15.21,29.69,36.06,53.33,9.11,5.06,15.07,3.04,6.31,2.79,313,Very Poor,DL001
05-02-2015,Delhi,131.83,127.46,23.15,36.51,47.4,51.25,8.18,4.85,21.7,4.92,10.17,3.33,262,Poor,DL001
06-02-2015,Delhi,151.63,331,46.66,67,84.76,63.42,5.51,9.13,33.92,9.46,19.7,9.77,303,Very Poor,DL001
07-02-2015,Delhi,160.83,210.5,37.54,57.69,71.68,58.25,10.28,6.91,43.44,5.5,14.95,6.68,329,Very Poor,DL001
08-02-2015,Delhi,145.25,215.58,30.54,50.39,61.78,66.67,5.39,8.66,30.43,2.42,6.5,0.57,323,Very Poor,DL001
09-02-2015,Delhi,134.63,109.92,19.95,39.18,44.48,74.25,5.11,9.7,20.62,2.59,3.17,1.24,266,Poor,DL001
10-02-2015,Delhi,152.96,218.21,23.41,42.2,48.01,79.38,10.88,5.81,19.02,5.58,7.1,7.93,319,Very Poor,DL001
11-02-2015,Delhi,116.88,316.13,33.79,53.63,64.04,95.13,12.64,7.54,27.17,5.96,5.59,10.72,334,Very Poor,DL001
12-02-2015,Delhi,177.96,394.96,30.48,42.73,58.19,63.63,13.75,9.2,25.58,3.5,7.38,10.65,342,Very Poor,DL001
13-02-2015,Delhi,167,328.42,32.23,44.61,55.13,83.96,11.26,7.77,27.62,3.53,7.69,11.45,341,Very Poor,DL001
14-02-2015,Delhi,194.04,412.54,81.47,53.81,107.76,137.25,11.73,9.36,34.22,9.01,17.88,14.17,377,Very Poor,DL001
15-02-2015,Delhi,184.13,497.29,44.16,58.15,75.98,61.88,13.78,9.13,40.91,4.79,8.98,12.44,391,Very Poor,DL001
16-02-2015,Delhi,152.63,310.75,24.32,44.22,49.67,74.79,11.55,6.79,34.36,2.84,5.37,3.49,358,Very Poor,DL001
17-02-2015,Delhi,161.29,195.79,23.71,25.4,42.76,75.58,10.3,5.6,41.62,3.04,5.62,3.78,327,Very Poor,DL001
18-02-2015,Delhi,188.25,253.5,69.2,60.29,104.31,79.75,16.23,8.65,36.54,8.34,16.27,4.38,365,Very Poor,DL001
19-02-2015,Delhi,160,193.79,24.53,40.51,47.8,81.38,13.11,5.08,31.88,3.11,6.12,3.49,352,Very Poor,DL001
20-02-2015,Delhi,144.17,162.13,18.1,34.71,40.32,80.96,11.45,5.93,31.61,2.35,6.76,4.07,317,Very Poor,DL001
21-02-2015,Delhi,155.33,191.04,35.51,45.11,57.91,69.5,14.21,12.24,30.11,4.69,16.48,9.41,320,Very Poor,DL001
22-02-2015,Delhi,124.08,107.5,15.38,31.83,32.15,70.21,9.73,5.68,27.19,0.88,3.13,1.44,279,Poor,DL001
23-02-2015,Delhi,141.38,156.96,21.95,38.23,42.71,36.29,9.29,9.43,36.86,2.02,11.23,10.87,281,Poor,DL001
24-02-2015,Delhi,170.17,238.38,36.04,48.4,60.78,34.08,14.17,9.28,37.39,4.28,22.47,17.65,354,Very Poor,DL001
25-02-2015,Delhi,148.13,169.63,14.79,29.28,34.14,34.83,14.13,5.95,31.57,2.07,6.92,1.75,340,Very Poor,DL001
26-02-2015,Delhi,140.75,171.58,11.34,20.95,26.65,23.25,13.61,6.98,28.72,1.81,6.96,3.64,323,Very Poor,DL001
27-02-2015,Delhi,130.46,163.58,13.85,24.75,31.46,22.33,12.78,12.12,34.08,2.14,8.56,4.34,315,Very Poor,DL001
28-02-2015,Delhi,105.79,169.29,9.21,20.65,25.3,16.46,11.8,12.48,41.38,1.97,7.83,1.25,310,Very Poor,DL001
01-03-2015,Delhi,71.96,98.88,8.49,21.42,19.55,12.5,11.62,10.99,22.51,1.38,4.63,2.6,324,Very Poor,DL001
02-03-2015,Delhi,53.71,60.08,11.02,13.43,20.48,19.08,10.19,3.21,22.08,0.91,3.45,0.69,226,Poor,DL001
03-03-2015,Delhi,83.46,112.08,16.23,23.75,30.88,16,11.72,5.07,20.83,2.13,8.11,2.41,266,Poor,DL001
04-03-2015,Delhi,91.13,139.21,13.71,24.28,28.73,17.42,10.64,4.68,25.83,1.6,8.05,6.62,200,Moderate,DL001
05-03-2015,Delhi,106.54,196.21,25.97,31.12,45.48,28.75,9.36,5.97,32.88,3.27,15.12,10.65,275,Poor,DL001
06-03-2015,Delhi,101.71,163.13,20.56,26.59,34.17,32.08,10.55,5.96,33.67,2.45,9.31,7.14,322,Very Poor,DL001
07-03-2015,Delhi,77.63,90.5,12.07,19.15,24.66,16.79,9.48,5.18,23.09,1.68,6.31,1.25,216,Poor,DL001
08-03-2015,Delhi,63.29,80.25,13.52,20.35,27.44,16.08,8.19,3.98,20.71,1.69,6.09,1.35,108,Moderate,DL001
09-03-2015,Delhi,76.67,117.33,10.49,18.21,22.84,15.29,9.02,4.2,22.85,1.12,4.32,1.97,197,Moderate,DL001
10-03-2015,Delhi,86.75,150.96,11.44,18.82,25.78,18.92,7.98,3.84,25.87,1.51,5.62,4.8,238,Poor,DL001
11-03-2015,Delhi,104.29,176.21,14.94,25.63,32.66,29.5,10.76,6.3,29.62,2.32,7.74,1.91,274,Poor,DL001
12-03-2015,Delhi,115.88,203.75,18.48,32.29,37.84,30.71,11.3,7.03,35.05,2.9,12.42,15.16,315,Very Poor,DL001
13-03-2015,Delhi,108.63,173.88,15.61,30.75,37.02,23.33,10.23,10.65,34.05,3.41,14.88,9.81,307,Very Poor,DL001
14-03-2015,Delhi,67.96,105.21,14.31,29.78,32.11,29.21,9.18,10.14,23.39,2.42,9.14,0.8,208,Poor,DL001
15-03-2015,Delhi,38.92,46.71,9.49,17.76,21.45,30.54,8.23,4.25,22,1.03,4.45,1.38,165,Moderate,DL001
16-03-2015,Delhi,45.38,74.17,10.2,17.14,22.27,33.21,7.87,8.8,25.55,1.05,4.83,0.74,188,Moderate,DL001
17-03-2015,Delhi,55.46,104.33,12.18,20.96,25.28,39.71,10.45,7.19,23.11,1.55,6.39,4.07,217,Poor,DL001
18-03-2015,Delhi,50.63,95.54,9.32,16.6,21.74,39.13,7.83,3.6,27.5,1.11,4.42,3.68,191,Moderate,DL001
19-03-2015,Delhi,69.5,136.67,14.05,23.77,30.29,36.79,7.89,4.97,27.07,3.23,8.67,7.55,240,Poor,DL001
20-03-2015,Delhi,96.75,168.13,19.15,29.04,37.12,35.08,9.59,6.66,29.01,5.67,17.61,22.01,229,Poor,DL001
21-03-2015,Delhi,96.25,172.88,20.18,29.21,37.78,32,8.82,7.31,25.97,7.79,16.65,17.47,248,Poor,DL001
22-03-2015,Delhi,72.21,122.29,9.39,20.27,23.15,32.5,8.5,4.4,25.48,2.67,6.07,5.96,204,Poor,DL001
23-03-2015,Delhi,78.5,131.46,12.57,23.04,28.5,32.17,8.6,4.07,27.1,5.45,13.55,10.98,271,Poor,DL001
24-03-2015,Delhi,91.88,179.38,21.3,30.01,40.31,31.83,10.1,7.35,34.78,9.72,16.21,15.64,290,Poor,DL001
25-03-2015,Delhi,107.17,201.04,21.52,33.82,42.98,27.92,11.69,11.82,45.79,4.93,11.03,9.98,340,Very Poor,DL001
26-03-2015,Delhi,109.75,217.96,24.1,33.02,44.26,27.92,12.67,9.3,40,6.64,10.31,2.53,358,Very Poor,DL001
27-03-2015,Delhi,62.25,117.88,12.01,24.76,27.71,27.5,9.29,10.91,31.08,4.14,4.26,2,287,Poor,DL001
28-03-2015,Delhi,102.21,212.92,22.14,29.41,40.44,32.83,10.47,17.16,40.23,3.87,9.33,2.54,323,Very Poor,DL001
29-03-2015,Delhi,104.38,202,23.55,33.86,43.2,37.42,14.42,16.92,32.84,3.96,9.87,2.51,360,Very Poor,DL001
30-03-2015,Delhi,44.21,38.13,7.11,17.6,19.91,28.79,9.58,7.75,26.81,1.46,3.4,1.53,268,Poor,DL001
31-03-2015,Delhi,55.67,78.71,10.22,20.13,26.74,30.63,9.56,9.34,34.15,2.01,4.89,1.8,283,Poor,DL001
01-04-2015,Delhi,112.83,167.54,24.6,32.71,45.12,36.17,10.15,19.48,38.45,4.04,9.07,2.42,309,Very Poor,DL001
02-04-2015,Delhi,78.42,112.79,9.82,20.54,27.51,31.13,6.72,14.37,35.54,2.17,4.2,2.32,249,Poor,DL001
03-04-2015,Delhi,66.46,76.04,11.21,18.47,27.79,35.5,8.24,10.62,24.85,2.32,5.02,3.05,245,Poor,DL001
04-04-2015,Delhi,62.5,86.08,10.66,24.96,30.36,28.5,5.52,12.94,27.98,2.39,6.04,2.45,229,Poor,DL001
05-04-2015,Delhi,78.5,145,13,27.75,39.45,32.29,7.97,16.72,40.79,3.31,8.08,2.19,234,Poor,DL001
06-04-2015,Delhi,119.83,195.46,34.3,32.83,59.96,44.71,11.01,16.63,30.32,5.7,14.33,2.64,343,Very Poor,DL001
07-04-2015,Delhi,66.04,95.88,7.57,24.47,30.04,29.75,7.29,8.34,43.23,1.89,4.65,1.89,262,Poor,DL001
08-04-2015,Delhi,95.33,120.21,11.64,34.72,37.7,24.88,9.29,17.99,61.68,2.72,7.17,2.06,308,Very Poor,DL001
09-04-2015,Delhi,63.54,148.17,11.33,35.15,41.13,30.04,6.57,10.48,35.18,2.45,6.82,2.1,293,Poor,DL001
10-04-2015,Delhi,96.54,203.71,17.47,52.77,62.06,30.38,4.63,15.8,59.88,3.47,9.68,2.29,290,Poor,DL001
11-04-2015,Delhi,131.38,234.67,22.86,59.52,72.68,34.04,5.84,21.51,73.72,4.56,14.16,2.57,375,Very Poor,DL001
12-04-2015,Delhi,75.29,91.58,9.63,45.3,40.75,28.79,7.73,13.08,49.21,1.98,6.71,1.85,293,Poor,DL001
13-04-2015,Delhi,86.46,116.54,14.18,50.3,56.07,38.83,3.67,14.99,62.52,2.5,8.84,2.06,247,Poor,DL001
14-04-2015,Delhi,77.04,132.67,13.41,42.65,50.07,36.58,6.85,14.04,55.44,2.13,7.25,2,232,Poor,DL001
15-04-2015,Delhi,98.79,161.46,18.39,47.41,45.1,23.17,11.65,13.75,31.14,2.4,7.07,2.16,316,Very Poor,DL001
16-04-2015,Delhi,81.79,164.5,18.2,44.06,58.92,37.83,5.94,21.44,59.29,2.64,10.67,2.37,295,Poor,DL001
17-04-2015,Delhi,65.83,180.71,18.75,40.09,55.98,30.04,7.38,14.34,54.47,3.23,10.23,3.16,246,Poor,DL001
18-04-2015,Delhi,119.88,268.75,26.27,51.11,66.92,29,8.21,17.21,65.72,4.32,13.89,4.52,378,Very Poor,DL001
19-04-2015,Delhi,125.58,308.79,32.69,64.73,87.58,34.42,8.84,18.02,65.08,4.88,17.48,4.88,406,Severe,DL001
20-04-2015,Delhi,121.58,336.67,18.14,60.41,68.41,33.58,6.75,20.98,87.04,3.08,10.2,4.6,392,Very Poor,DL001
21-04-2015,Delhi,114.46,327.83,23.52,50.7,63.45,30.33,6.84,19.38,74.49,4.22,13.04,4.27,391,Very Poor,DL001
22-04-2015,Delhi,101.88,279.46,26.26,55.27,72.67,24.38,7.36,19.29,69.41,4.74,14.52,3.72,368,Very Poor,DL001
