Date,City,PM2.5,PM10,NO,NO2,NOX,NH3,CO,SO2,O3,Benzene,Toluene,Xylane,AQI,AQI_Bucket,City_Code
29-07-2015,Patna,0,0,18.18,12.34,30.52,0,1.73,3.89,5.56,0.22,1.66,0.65,30.52,Good,BR005
30-07-2015,Patna,0,0,15.62,11.77,27.36,0,1.68,3.61,5.79,0.21,1.53,0.57,27.36,Good,BR005
31-07-2015,Patna,0,0,18.86,12.39,31.2,0,1.78,4.16,5.89,0.24,1.8,0.61,31.2,Good,BR005
01-08-2015,Patna,0,0,27.52,10.31,37.82,0,2,7.45,5.63,0.27,1.99,0.84,37.82,Good,BR005
02-08-2015,Patna,0,0,22.32,12.29,34.54,0,1.8,5.65,5.6,0.36,2.31,0.93,34.54,Good,BR005
03-08-2015,Patna,0,0,23.79,30.33,54.07,0,1.43,4.31,6.07,0.44,2.39,1.1,54.07,Satisfactory,BR005
04-08-2015,Patna,0,0,14.06,9.12,22.85,0,1.19,3.92,5.56,0.23,2.12,0.71,22.85,Good,BR005
05-08-2015,Patna,0,0,6.16,13.1,18.65,0,1.4,5.01,5.95,0.2,1.87,0.49,18.65,Good,BR005
06-08-2015,Patna,0,0,35.81,23.01,58.09,0,1.98,5.44,7.44,0.28,2.09,0.79,58.09,Satisfactory,BR005
07-08-2015,Patna,0,0,22.39,13.91,36.23,0,1.59,11.19,9.25,0.3,2.04,0.88,36.23,Good,BR005
08-08-2015,Patna,0,0,21.45,9.95,31.4,0,1.6,5.7,8.54,0.35,2.31,1.06,31.4,Good,BR005
09-08-2015,Patna,0,0,6.76,3.93,9.59,0,0.19,4.06,9.91,0.28,2.09,0.74,9.91,Good,BR005
10-08-2015,Patna,0,0,31.35,24.06,55.28,0,1.56,4.01,9.87,0.3,2.08,0.88,55.28,Satisfactory,BR005
11-08-2015,Patna,0,0,22.73,18.51,41.3,0,1.41,4.33,10.14,0.29,2.13,0.9,41.3,Good,BR005
12-08-2015,Patna,0,0,24.37,18.59,42.6,0,1.34,5.82,10.11,0.3,2.02,0.84,42.6,Good,BR005
13-08-2015,Patna,0,0,19.37,15.57,34.88,0,1.16,5.83,10.07,0.27,1.81,0.75,34.88,Good,BR005
14-08-2015,Patna,0,0,17.89,16.92,34.59,0,0.98,5.86,10.36,0.26,1.87,0.74,34.59,Good,BR005
15-08-2015,Patna,0,0,17.19,15.69,32.78,0,1.04,19.71,10.74,0.26,1.86,0.71,32.78,Good,BR005
16-08-2015,Patna,0,0,13.76,11.53,25.13,0,1.71,3.09,6.46,0.23,1.64,0.6,25.13,Good,BR005
17-08-2015,Patna,0,0,15.03,14.22,27.79,0,1.88,4.03,10.19,0.2,1.63,0.53,27.79,Good,BR005
18-08-2015,Patna,0,0,13.91,12.51,26.32,0,1.71,4.81,10.21,0.22,1.96,0.58,26.32,Good,BR005
19-08-2015,Patna,0,0,10.13,10.85,20.92,0,1.56,19.83,10.29,0.18,1.53,0.46,20.92,Good,BR005
20-08-2015,Patna,0,0,13.01,12.09,24.48,0,0.87,5.63,10.01,0.18,1.5,0.46,24.48,Good,BR005
21-08-2015,Patna,0,0,31.3,17.3,48.54,0,1.52,11.55,9.94,0.31,2.37,0.9,48.54,Good,BR005
22-08-2015,Patna,0,0,25.05,16.94,41.35,0,1.45,12.81,9.87,0.33,2.2,0.88,41.35,Good,BR005
23-08-2015,Patna,0,0,24.93,15.32,39.59,0,1.29,5.99,9.84,0.26,2.29,0.72,39.59,Good,BR005
24-08-2015,Patna,0,0,29.39,19.76,49.12,0,1.5,7.41,10.03,0.3,2.31,0.86,49.12,Good,BR005
25-08-2015,Patna,0,0,18.63,15.99,34.55,0,1.18,9.16,10.02,0.27,1.91,0.75,34.55,Good,BR005
26-08-2015,Patna,0,0,27.68,19.6,47.14,0,1.23,10.83,9.94,0.31,2.2,0.92,47.14,Good,BR005
27-08-2015,Patna,0,0,33.31,16.97,50.32,0,1.48,8.45,10.06,0.33,2.23,0.98,50.32,Satisfactory,BR005
28-08-2015,Patna,0,0,31.19,17.02,48.18,0,1.45,6.53,9.83,0.33,2.14,0.97,48.18,Good,BR005
29-08-2015,Patna,0,0,22.85,16.68,39.32,0,1.27,6.27,9.8,0.28,2.3,0.83,39.32,Good,BR005
30-08-2015,Patna,0,0,14.43,15.52,29.96,0,0.99,6.53,9.92,0.2,1.98,0.52,29.96,Good,BR005
31-08-2015,Patna,0,0,11.32,12.18,23.36,0,1.19,11.29,11.74,0.18,1.56,0.41,23.36,Good,BR005
01-09-2015,Patna,0,0,9.8,12.85,22.62,0,0.98,5.25,8.51,0.19,1.61,0.48,22.62,Good,BR005
02-09-2015,Patna,0,0,8.27,10.16,17.83,0,0.89,5.99,8.19,0.16,1.54,0.36,17.83,Good,BR005
03-09-2015,Patna,0,0,12.57,15.01,27.05,0,1.12,4.56,8.28,0.22,1.79,0.49,27.05,Good,BR005
04-09-2015,Patna,0,0,9.15,13.6,22.19,0,1.03,6.47,8.21,0.23,1.58,0.51,22.19,Good,BR005
05-09-2015,Patna,0,0,9.89,14.72,24.58,0,1.1,7.16,8.22,0.22,1.84,0.51,24.58,Good,BR005
06-09-2015,Patna,0,0,7.17,11.87,18.96,0,0.93,5.77,8.11,0.17,1.47,0.33,18.96,Good,BR005
07-09-2015,Patna,0,0,13.43,14.59,27.46,0,1.26,6.2,8.03,0.21,1.46,0.52,27.46,Good,BR005
08-09-2015,Patna,0,0,10.77,9.9,20.65,0,1.13,6.47,8.38,0.26,1.84,0.64,20.65,Good,BR005
09-09-2015,Patna,0,0,5.19,5.25,10.18,0,1.07,11.71,7.78,0.23,1.78,0.51,11.71,Good,BR005
10-09-2015,Patna,0,0,12.35,13.26,25.48,0,1.38,4.49,7.18,0.3,1.78,0.68,25.48,Good,BR005
11-09-2015,Patna,0,0,33.55,20.19,53.56,0,1.94,5.03,8.33,0.33,2.08,0.85,53.56,Satisfactory,BR005
12-09-2015,Patna,0,0,13.27,6.42,19.56,0,0.57,1.09,3.48,0.29,2.33,0.83,19.56,Good,BR005
13-09-2015,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
14-09-2015,Patna,0,0,53.63,23.74,77.26,0,1.63,4.76,10.16,0.31,2.21,0.82,77.26,Satisfactory,BR005
15-09-2015,Patna,0,0,47.63,25.65,73.24,0,1.35,6.57,9.68,0.34,2.27,0.98,73.24,Satisfactory,BR005
16-09-2015,Patna,0,0,39.46,26.18,65.1,0,1.16,5.2,10.43,0.27,1.99,0.8,65.1,Satisfactory,BR005
17-09-2015,Patna,0,0,34.71,25.29,59.37,0,1.05,2.03,10.85,0.26,1.94,0.68,59.37,Satisfactory,BR005
18-09-2015,Patna,0,0,37.03,25.39,62.3,0,1.47,8.13,9.46,0.3,1.98,0.77,62.3,Satisfactory,BR005
19-09-2015,Patna,0,0,33.21,22.68,55.83,0,1.28,5.1,6.73,0.28,1.94,0.73,55.83,Satisfactory,BR005
20-09-2015,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
21-09-2015,Patna,0,0,23.51,8.71,32.12,0,1.04,2.03,4.52,0.34,2.02,1.07,32.12,Good,BR005
22-09-2015,Patna,0,0,44.23,19.67,63.75,0,1.72,4.57,8.63,0.28,2.01,0.82,63.75,Satisfactory,BR005
23-09-2015,Patna,0,0,21.56,17.34,38.12,0,0.86,4.53,8.23,0.19,1.59,0.48,38.12,Good,BR005
24-09-2015,Patna,0,0,18.16,21.01,39.03,0,0.92,9.14,9.16,0.2,1.64,0.5,39.03,Good,BR005
25-09-2015,Patna,0,0,17.58,21.29,38.86,0,0.91,8.84,9.51,0.17,1.46,0.37,38.86,Good,BR005
26-09-2015,Patna,0,0,53.32,18.68,72.24,0,0.97,5.46,9.32,0.19,1.52,0.36,72.24,Satisfactory,BR005
27-09-2015,Patna,0,0,30.02,20.26,50.15,0,1.01,5.93,10.05,0.21,1.82,0.44,50.15,Satisfactory,BR005
28-09-2015,Patna,0,0,32.78,23.25,55.89,0,1.33,8.09,10.34,0.24,1.87,0.54,55.89,Satisfactory,BR005
29-09-2015,Patna,0,0,48.94,26.33,74.97,0,1.41,7.24,9.46,0.3,1.96,0.73,74.97,Satisfactory,BR005
30-09-2015,Patna,0,0,13.36,14.23,27.59,0,0.49,2.7,4.8,0.27,1.53,0.59,27.59,Good,BR005
01-10-2015,Patna,46.29,0,42.82,25.95,68.46,0,1.19,4.26,7.17,0.29,1.69,0.62,68.46,Satisfactory,BR005
02-10-2015,Patna,35.58,0,17.8,10.75,27.99,0,1.22,2.47,4.52,0.21,1.26,0.38,35.58,Good,BR005
03-10-2015,Patna,71.17,0,23.79,21.98,45.62,0,1.04,4.79,6.25,0.21,1.42,0.36,154,Moderate,BR005
04-10-2015,Patna,9.88,0,3.92,2,5.92,0,0.09,0.61,0.4,0.3,1.7,0.64,156,Moderate,BR005
05-10-2015,Patna,90.88,0,47.51,25.3,72.65,0,1.49,4.11,5.61,0.32,2.04,0.83,222,Poor,BR005
06-10-2015,Patna,102.54,0,50.8,22.55,72.95,0,1.52,5.22,8.45,0.3,1.81,0.7,257,Poor,BR005
07-10-2015,Patna,106.38,0,47.1,26.21,73.08,0,1.56,5.5,11.09,0.29,1.83,0.66,246,Poor,BR005
08-10-2015,Patna,94.04,0,56.3,22.36,79.14,0,1.68,5.08,10.21,0.33,2.2,0.82,282,Poor,BR005
09-10-2015,Patna,10.13,0,4.25,1.96,6.21,0,0.1,0.47,0.84,0.29,2.11,0.69,234,Poor,BR005
10-10-2015,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
11-10-2015,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
12-10-2015,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
13-10-2015,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
14-10-2015,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
15-10-2015,Patna,28.54,0,27.41,13.15,40.56,0,0.69,2.21,5.3,0.35,2.11,1.08,40.56,Good,BR005
16-10-2015,Patna,84.17,0,73.26,30.75,103.79,0,1.25,5.53,10.58,0.32,2.34,0.89,165,Moderate,BR005
17-10-2015,Patna,95.75,0,68.42,31.51,99.85,0,1.56,5.16,10.66,0.33,2.44,0.93,193,Moderate,BR005
18-10-2015,Patna,14.17,0,13.45,2.04,15.49,0,0.19,0.48,0.82,0.58,3.35,1.72,259,Poor,BR005
19-10-2015,Patna,58.17,0,38.17,15,53.88,0,0.73,2.82,4.67,0.3,2.3,0.68,58.17,Satisfactory,BR005
20-10-2015,Patna,34.92,0,8.11,11.7,19.81,0,0.53,1.79,5.01,0.25,1.33,0.56,34.92,Good,BR005
21-10-2015,Patna,98.71,0,42.19,27.44,69.41,0,1.63,4.49,10.97,0.29,1.89,0.7,214,Poor,BR005
22-10-2015,Patna,117.96,0,43.23,30.24,73.24,0,1.81,5.69,10.81,0.29,2.06,0.71,260,Poor,BR005
23-10-2015,Patna,120.63,0,38.14,26.28,64.28,0,1.2,5.17,10.64,0.26,1.66,0.52,312,Very Poor,BR005
24-10-2015,Patna,54.83,0,19.71,19.4,39.11,0,0.79,2.22,6.05,0.29,1.81,0.63,274,Poor,BR005
25-10-2015,Patna,16.42,0,9.72,3.37,13.09,0,0.1,0.34,0.82,0.42,2.29,0.98,16.42,Good,BR005
26-10-2015,Patna,114.92,0,54.77,31.78,86.25,0,1.76,4.93,9.37,0.35,1.83,0.82,294,Poor,BR005
27-10-2015,Patna,130.58,0,56.63,24.67,81.3,0,1.67,5.24,8.7,0.34,1.95,0.81,313,Very Poor,BR005
28-10-2015,Patna,16.75,0,8.99,2.22,11.21,0,0.11,0.43,0.62,0.46,2.5,1.25,306,Very Poor,BR005
29-10-2015,Patna,60.88,0,30.18,25.67,55.81,0,1.07,5.46,8.23,0.26,1.63,0.7,145,Moderate,BR005
30-10-2015,Patna,63.42,0,39.58,23.37,61.82,0,1.59,7.15,8.92,0.21,1.39,0.49,137,Moderate,BR005
31-10-2015,Patna,82.79,0,51.87,28.82,80.6,0,1.73,6.48,7.82,0.33,1.8,0.82,196,Moderate,BR005
01-11-2015,Patna,16,0,10.39,2.21,12.6,0,0.13,0.66,0.57,0.48,2.53,1.42,306,Very Poor,BR005
02-11-2015,Patna,104.88,0,67.99,26.92,94.97,0,2.01,6.61,7.37,0.37,2.04,1.02,253,Poor,BR005
03-11-2015,Patna,132.88,0,71.05,25.7,96.75,0,1.42,7.61,7.97,0.38,1.97,0.98,311,Very Poor,BR005
04-11-2015,Patna,114.08,0,33.08,26.49,59.63,0,1.42,7.6,7.97,0.29,1.56,0.61,270,Poor,BR005
05-11-2015,Patna,122.96,0,43.21,28.01,71.14,0,1.57,7.3,8.07,0.33,1.65,0.68,305,Very Poor,BR005
06-11-2015,Patna,156.33,0,80.22,31.08,111.22,0,2.31,7.4,8.11,0.48,2.13,1.23,330,Very Poor,BR005
07-11-2015,Patna,217.83,0,89.47,30.86,119.82,0,2.53,7.15,8.71,0.48,2.19,1.25,355,Very Poor,BR005
08-11-2015,Patna,105.92,0,32.77,16.52,49.28,0,1.21,2.26,4.12,0.46,2.19,1.19,377,Very Poor,BR005
09-11-2015,Patna,183.38,0,79.56,33.5,112.96,0,1.96,3.33,8.49,0.48,2.24,1.14,354,Very Poor,BR005
10-11-2015,Patna,208.88,0,57.12,28.78,85.53,0,1.84,7.5,8.2,0.44,1.86,0.93,361,Very Poor,BR005
11-11-2015,Patna,206.29,0,31.22,23.99,55.6,0,1.47,5.87,6.86,0.35,1.57,0.62,367,Very Poor,BR005
12-11-2015,Patna,187.33,0,39.6,26.9,66.24,0,1.54,8.19,9.32,0.36,1.83,0.67,385,Very Poor,BR005
13-11-2015,Patna,201,0,42.59,28.02,71.77,0,1.61,6.51,9.37,0.35,1.64,0.77,374,Very Poor,BR005
14-11-2015,Patna,230.08,0,47.53,25.54,72.67,0,1.71,5.57,9.93,0.35,1.65,0.76,375,Very Poor,BR005
15-11-2015,Patna,20.75,0,4.25,2.32,6.57,0,0.1,0.37,0.71,0.4,1.89,0.91,392,Very Poor,BR005
16-11-2015,Patna,256.04,0,53.09,22.63,75.42,0,2.12,4.97,9.95,0.46,1.89,0.94,402,Severe,BR005
17-11-2015,Patna,213.13,0,54.95,26.47,81.18,0,2.03,5.89,10.7,0.41,1.92,0.87,407,Severe,BR005
18-11-2015,Patna,228.5,0,51.63,24.26,75.78,0,1.81,5.96,10.87,0.39,1.86,0.72,388,Very Poor,BR005
19-11-2015,Patna,187.67,0,85.91,23.62,109.17,0,2.48,5.9,11.4,0.42,1.87,1.04,362,Very Poor,BR005
20-11-2015,Patna,275.71,0,100.47,27.91,128.09,0,2.74,11.24,11.6,0.46,1.84,1.19,394,Very Poor,BR005
21-11-2015,Patna,275.75,0,167.81,33.24,200.85,0,3.67,8.69,23.89,0.53,1.77,1.43,441,Severe,BR005
22-11-2015,Patna,35.25,0,18.45,3.03,21.49,0,0.34,0.03,0.35,0.76,2.63,2.28,447,Severe,BR005
23-11-2015,Patna,251,0,132.93,34.01,165.97,0,3.33,3.93,9.42,0.58,1.93,1.55,407,Severe,BR005
24-11-2015,Patna,229.17,0,123.94,37.41,160.68,0,2.67,2.26,11.87,0.5,1.59,1.28,422,Severe,BR005
25-11-2015,Patna,281.79,0,78.62,34.87,113.53,0,3.43,12.78,11.38,0.45,1.34,1.07,426,Severe,BR005
26-11-2015,Patna,242.96,0,84.94,31.61,116.52,0,2.66,6.31,13.87,0.4,1.24,0.96,436,Severe,BR005
27-11-2015,Patna,230.38,0,124.65,43.46,168.01,0,3.17,5.06,13.64,0.47,1.52,1.29,389,Very Poor,BR005
28-11-2015,Patna,199.25,0,75.13,42.36,117.27,0,1.69,2.41,11.18,0.41,1.28,0.99,381,Very Poor,BR005
29-11-2015,Patna,9.96,0,5.51,3.25,8.76,0,0.07,0.22,0.69,0.31,0.95,0.59,348,Very Poor,BR005
30-11-2015,Patna,193.67,0,71.43,33.9,105.3,0,2.97,6.65,11.05,0.48,1.58,1.27,365,Very Poor,BR005
01-12-2015,Patna,237.29,0,99.48,32.13,131.53,0,3,5.91,13.58,0.49,1.5,1.22,394,Very Poor,BR005
02-12-2015,Patna,181.25,0,55.75,31.95,87.67,0,1.94,5.75,12.14,0.37,1.1,0.83,395,Very Poor,BR005
03-12-2015,Patna,154.17,0,54.16,28.14,81.43,0,2.32,6.93,12.67,0.34,1.11,0.8,309,Very Poor,BR005
04-12-2015,Patna,221,0,79.11,31.59,110.54,0,3.31,6.55,18.58,0.48,1.47,1.16,359,Very Poor,BR005
05-12-2015,Patna,232.63,0,92.03,35.95,127.91,0,2.62,5.55,9.59,0.49,1.55,1.24,416,Severe,BR005
06-12-2015,Patna,166.92,0,66.75,31.43,98.1,0,1.89,6.05,9.49,0.39,1.12,0.75,358,Very Poor,BR005
07-12-2015,Patna,186.42,0,61.1,29.32,90.35,0,1.97,6.17,9.81,0.41,1.14,0.81,343,Very Poor,BR005
08-12-2015,Patna,198.38,0,42.86,25.24,68.09,0,1.88,4.89,9.83,0.41,0.94,0.58,359,Very Poor,BR005
09-12-2015,Patna,169.67,0,50.1,27.61,75.62,0,2.67,11.43,13.29,0.4,1,0.66,344,Very Poor,BR005
10-12-2015,Patna,150.21,0,41.55,33.72,73.22,0,1.79,5.72,11.9,0.34,0.9,0.6,329,Very Poor,BR005
11-12-2015,Patna,194.92,0,46.71,38.96,84.41,0,2,5.81,15.19,0.39,1.11,0.77,336,Very Poor,BR005
12-12-2015,Patna,265.21,0,55.44,34.97,89.56,0,2.47,5.9,12.14,0.46,1.33,0.96,381,Very Poor,BR005
13-12-2015,Patna,250.54,0,55.57,38,93.55,0,1.86,3.26,12.85,0.42,1.11,0.71,431,Severe,BR005
14-12-2015,Patna,172.96,0,44.99,36.28,80.41,0,1.57,5.59,10.64,0.36,1.03,0.69,387,Very Poor,BR005
15-12-2015,Patna,191.04,0,38.82,38.83,76.33,0,1.76,5.83,11.86,0.36,1,0.67,353,Very Poor,BR005
16-12-2015,Patna,272.46,0,70.61,41.71,111.51,0,2.4,6.59,11.48,0.47,1.36,1.04,405,Severe,BR005
17-12-2015,Patna,321.25,0,89.84,43.6,133.13,0,3.15,6.53,13.86,0.55,1.54,1.2,415,Severe,BR005
18-12-2015,Patna,271.29,0,68.58,44.37,112.57,0,2.08,5.79,12.42,0.46,1.17,0.83,463,Severe,BR005
19-12-2015,Patna,295.33,0,65.09,42.01,106.55,0,2.98,6.64,15.57,0.48,1.32,0.96,412,Severe,BR005
20-12-2015,Patna,53.79,0,16.61,3.4,20.01,0,0.48,0.31,0.72,0.88,2.59,2.17,490,Severe,BR005
21-12-2015,Patna,249.38,0,75.15,39.13,114.2,0,2.34,6.86,13.16,0.49,1.5,1.25,423,Severe,BR005
22-12-2015,Patna,271.75,0,88.5,42.42,130.63,0,2.87,7.31,18.37,0.5,1.58,1.33,444,Severe,BR005
23-12-2015,Patna,269.5,0,107.53,45.18,152.52,0,2.82,7.66,19.77,0.53,1.65,1.43,428,Severe,BR005
24-12-2015,Patna,177.5,0,57.78,28.99,86.61,0,1.44,5.87,15.11,0.43,1.12,0.85,430,Severe,BR005
25-12-2015,Patna,234.04,0,30.2,34.36,64.49,0,1.7,7.35,20.23,0.39,0.99,0.66,405,Severe,BR005
26-12-2015,Patna,209.83,0,37.1,36.14,73.08,0,1.93,7.72,20.77,0.39,1.13,0.76,379,Very Poor,BR005
27-12-2015,Patna,27.04,0,6.12,3.24,9.36,0,0.19,0.26,1.14,0.5,1.3,0.96,390,Very Poor,BR005
28-12-2015,Patna,334.46,0,55.62,40.3,95.59,0,2.3,7.07,34.53,0.5,1.41,1.05,477,Severe,BR005
29-12-2015,Patna,309.92,0,38.29,37.91,76.2,0,1.96,2.89,40.03,0.51,1.28,0.88,498,Severe,BR005
30-12-2015,Patna,145.46,0,83.49,21.5,104.99,0,3.36,1.91,17.69,0.97,3.16,3.11,507,Severe,BR005
31-12-2015,Patna,373.54,0,195,45.11,239.99,0,6.15,7.01,34.48,0.91,2.83,2.52,586,Severe,BR005
01-01-2016,Patna,461.33,0,161.83,39.36,201.04,0,5.75,6.49,36.11,0.88,2.61,2.34,619,Severe,BR005
02-01-2016,Patna,378.46,0,117.05,34.14,160.57,0,3.31,6.02,26.14,0.73,2,1.67,598,Severe,BR005
03-01-2016,Patna,203.25,0,48.43,18.3,66.73,0,1.9,1.37,5.43,0.71,2.15,1.79,522,Severe,BR005
04-01-2016,Patna,331.71,0,131.69,34.76,166.08,0,3.55,6.62,25.2,0.66,1.93,1.63,501,Severe,BR005
05-01-2016,Patna,342.29,0,146.37,39.02,118.18,0,3.35,7.05,38.77,0.71,2.07,1.78,490,Severe,BR005
06-01-2016,Patna,413.79,0,188.23,40.48,205.21,0,3.2,6.31,41.75,0.79,2.41,2.16,542,Severe,BR005
07-01-2016,Patna,241.71,0,93.78,37.17,130.23,0,2.45,6.49,10.07,0.5,1.65,1.39,488,Severe,BR005
08-01-2016,Patna,151.96,0,18.55,23.39,41.93,0,1.04,1.71,13.72,0.44,1.33,1.09,414,Severe,BR005
09-01-2016,Patna,188.42,0,30.53,35.89,66.13,0,1.56,7.2,20.94,0.32,0.86,0.56,383,Very Poor,BR005
10-01-2016,Patna,149.54,0,52.24,38.34,90.31,0,1.48,3.38,20.75,0.34,1.06,0.7,330,Very Poor,BR005
11-01-2016,Patna,234.13,0,99.54,39.03,139.37,0,2.59,6.78,18.32,0.47,1.48,1.2,366,Very Poor,BR005
12-01-2016,Patna,301.42,0,118.1,30.69,148.44,0,4.71,9.55,16.89,0.57,1.82,1.57,417,Severe,BR005
13-01-2016,Patna,340.58,0,118.54,25.68,142.41,0,6.21,34.47,17.07,0.58,1.79,1.59,456,Severe,BR005
14-01-2016,Patna,395.67,0,125.48,42.07,167.55,0,4.23,13.69,13.99,0.66,2.06,1.83,512,Severe,BR005
15-01-2016,Patna,299.13,0,78.45,43.25,119.75,0,3.26,10.52,12.36,0.52,1.54,1.26,502,Severe,BR005
16-01-2016,Patna,195.46,0,30.28,37.64,67.95,0,2.34,4.94,16.45,0.34,0.9,0.62,393,Very Poor,BR005
17-01-2016,Patna,95.46,0,12.59,21.92,34.51,0,1.16,1.12,8.78,0.39,1.16,0.91,341,Very Poor,BR005
18-01-2016,Patna,138.08,0,31.34,30.05,60.87,0,2.1,9.77,14.09,0.34,0.91,0.62,364,Very Poor,BR005
19-01-2016,Patna,87.96,0,12.46,13.69,26.16,0,0.58,0.75,3.85,0.43,1.29,1.12,357,Very Poor,BR005
20-01-2016,Patna,176.54,0,34.16,29.41,63.4,0,1.36,5.98,7.81,0.3,0.82,0.59,347,Very Poor,BR005
21-01-2016,Patna,160.63,0,28.16,26.51,54.67,0,1.36,5.5,7.52,0.3,0.79,0.55,354,Very Poor,BR005
22-01-2016,Patna,153,0,26.06,26.42,52.45,0,1.06,3.44,7.69,0.3,0.71,0.47,328,Very Poor,BR005
23-01-2016,Patna,258.5,0,34.11,28.89,62.99,0,1.93,6.71,12.45,0.36,0.87,0.57,346,Very Poor,BR005
24-01-2016,Patna,151.29,0,27.38,20.69,48.07,0,1.06,1.05,7.02,0.76,1.48,1.24,454,Severe,BR005
25-01-2016,Patna,321.54,0,91.57,38.73,130.31,0,2.98,6.33,10.85,0.56,1.51,1.34,440,Severe,BR005
26-01-2016,Patna,273.42,0,102.57,38.43,141,0,2.49,5.75,13.55,0.48,1.42,1.23,468,Severe,BR005
27-01-2016,Patna,248.67,0,54.36,39.34,93.7,0,1.84,6.3,15.69,0.41,1.15,0.95,424,Severe,BR005
28-01-2016,Patna,147.67,0,33.93,21.32,55.26,0,1.08,5.41,8.51,0.37,0.8,0.53,395,Very Poor,BR005
29-01-2016,Patna,284.08,0,64.01,36.16,100.18,0,2.08,6.59,9.26,0.49,1.4,1.2,443,Severe,BR005
30-01-2016,Patna,323.29,0,64.48,37.33,101.82,0,2.38,6.48,11.12,0.51,1.45,1.29,463,Severe,BR005
31-01-2016,Patna,331.33,0,51.42,37.92,89.34,0,2.25,7.19,12.02,0.49,1.25,0.99,453,Severe,BR005
01-02-2016,Patna,199.71,0,49.63,30.06,79.7,0,1.77,6.02,8.12,0.47,1.25,0.99,458,Severe,BR005
02-02-2016,Patna,168.08,0,40.83,28.47,69.3,0,1.11,2.18,8.67,0.43,1.18,0.9,368,Very Poor,BR005
03-02-2016,Patna,89.42,0,20.85,31.33,52.19,0,1.07,6.36,19.53,0.25,0.75,0.56,320,Very Poor,BR005
04-02-2016,Patna,142.38,0,24.33,35,59.35,0,1.29,6.55,18.3,0.29,0.8,0.56,280,Poor,BR005
05-02-2016,Patna,15.21,0,2.3,1.63,3.94,0,0.09,0.09,0.25,0.42,1.2,1.03,333,Very Poor,BR005
06-02-2016,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
07-02-2016,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
08-02-2016,Patna,0,0,0,0,0,0,0,0,0,,,,0,Good,BR005
09-02-2016,Patna,64.42,0,11.42,9.56,20.99,0,0.52,0.86,3.02,0.43,1.5,1.19,64.42,Satisfactory,BR005
10-02-2016,Patna,186.17,0,32.97,28.56,61.54,0,1.6,5.9,14.19,0.35,0.92,0.66,359,Very Poor,BR005
11-02-2016,Patna,217.21,0,80.01,32.37,112.39,0,2.36,7.32,12.9,0.49,1.55,1.3,374,Very Poor,BR005
12-02-2016,Patna,181.54,0,46.97,29.52,76.49,0,1.95,10.96,15.76,0.36,1.07,0.84,373,Very Poor,BR005
13-02-2016,Patna,121.29,0,54.41,18.28,72.69,0,1.54,2.16,8.48,0.61,2.06,1.9,361,Very Poor,BR005
14-02-2016,Patna,189.21,0,83.16,32.71,115.88,0,1.98,8.13,11.44,0.44,1.39,1.18,362,Very Poor,BR005
15-02-2016,Patna,196.17,0,75.46,33.11,108.57,0,1.6,3.57,8.78,0.46,1.48,1.31,359,Very Poor,BR005
16-02-2016,Patna,16.58,0,12.03,2.66,14.68,0,0.09,0.27,0.24,0.39,1.4,1.27,350,Very Poor,BR005
17-02-2016,Patna,48.21,0,11.29,11.3,22.59,0,0.82,5.77,5.6,0.31,1.03,0.84,48.21,Good,BR005
18-02-2016,Patna,106.71,0,23.25,25.19,48.45,0,1.06,6.85,19.66,0.23,0.65,0.38,303,Very Poor,BR005
19-02-2016,Patna,94.58,0,16.67,23,39.67,0,1.11,7.06,20.75,0.21,0.64,0.39,222,Poor,BR005
20-02-2016,Patna,117,0,25.64,23.36,49.01,0,1.33,7.48,12.88,0.31,0.95,0.66,272,Poor,BR005
21-02-2016,Patna,10.88,0,1.39,1.98,3.37,0,0.05,0.28,0.97,0.25,0.55,0.25,301,Very Poor,BR005
22-02-2016,Patna,58.33,0,13.97,22.37,36.31,0,0.82,5.06,21.64,0.18,0.6,0.32,148,Moderate,BR005
23-02-2016,Patna,88.63,0,23.64,28.3,51.9,0,1.16,5.49,19.34,0.24,0.75,0.48,157,Moderate,BR005
24-02-2016,Patna,126.13,0,47.8,31.58,79.35,0,1.36,5.11,13.84,0.36,1.22,0.87,301,Very Poor,BR005
25-02-2016,Patna,154.83,0,43.93,32.15,75.87,0,1.37,6.1,14.02,0.38,1.2,0.91,322,Very Poor,BR005
26-02-2016,Patna,107.96,0,27.26,27.51,54.77,0,0.79,1.55,11.55,0.33,1.08,0.77,306,Very Poor,BR005
27-02-2016,Patna,113.96,0,41.76,21.68,63.12,0,1.41,7.49,11.01,0.36,1.19,0.83,269,Poor,BR005
28-02-2016,Patna,63.58,0,17.62,9.89,27.32,0,1.21,1.34,6.06,0.37,1.3,1.01,298,Poor,BR005
29-02-2016,Patna,110.13,0,34.82,23.27,58.1,0,1.1,3.64,15.13,0.3,0.9,0.51,317,Very Poor,BR005
